TM_TR,TM_MODEL,TM_KP,TM_NET,TM_ID,CONFERENCE,CONF_TYPE,WIN_25,LOSS_25,SEED_25,REG_SEED_25,REG_CODE_25,REGION_25,VEGAS_25,NET_25,BPI_25,BPI_Rk_25,TR_AdjEff_25,TR_ORk_25,TR_DRk_25,TR_AdjEff_25,TR_OEff_25,TR_DEff_25,WIN_24,LOSS_24,SEED_24,VEGAS_24,WIN_23,LOSS_23,SEED_23,KP_Rank,KP_AdjEM,KP_AdjO_Rk,KP_AdjO,KP_AdjD_Rk,KP_AdjD,KP_SOS_AdjEM,KP_NCSOS_AdjEM,BPI_Rank,BPI_24,PTS/GM,AVG MARGIN,FGM/GM,FGA/GM,OFF EFF,DEF EFF,NET_eFG%,eFG%,TS%,3PT%,2PT%,FT%,3PTM/GM,3PTA/GM,OFF REB/GM,DEF REB/GM,TTL REB/GM,OFF REB%,DEF REB%,TTL REB%,BLKS/GM,STL/GM,AST/GM,TO/GM,AST/TO%,WIN% ALL GM,WIN% CLOSE GM,POSS/GM,PF/GM,OPP PTS/GM,OPP AVG MARGIN,OPP FG%,OPP eFG%,OPP 3PT%,OPP 2PT%,OPP FT%,OPP TS%,OPP AST/GM,OPP TO/GM,OPP AST/TO%,NET AST/TOV RATIO,STOCKS/GM,STOCKS-TOV/GM
La Salle,La Salle,La Salle,La Salle,1247,A10,MM,15,18,,,,,,214,-0.8,140,,235,110,,0.989,1.053,16,17, ,,15,19,0,222,-4.61,185,103.7,172,108.3,209,68.6,,,70.9,-4.7,25.1,61.7,0.989,1.053,-6.5,46.1,99.9,32.8,44.5,72.4,6.7,20.5,9.5,23.2,36.4,27.5,72.1,49.6,3.6,7.1,11.3,10.8,1.043,0.406,0.5,71.7,16,75.5,4.7,45.6,52.6,33.2,54.5,69.6,110.3,15,11.6,1.297,-0.25,10.7,-0.1
Wyoming,Wyoming,Wyoming,Wyoming,1461,MWC,MM,15,18,,,,,,197,-2.0,164,,248,110,,0.980,1.053,15,17, ,,0,0,0,185,-1.98,189,103.6,125,105.5,150,64.6,,,65.8,-4.9,23.7,54.6,0.98,1.053,-0.7,50.3,105.3,34.4,49.5,65.2,7.6,22.2,8.5,22.6,34.2,27.6,75.3,51,2.8,4.3,11.4,13,0.876,0.355,0.4,67.2,19.1,70.7,4.9,44.8,51,33.3,51.7,71.7,110,11.4,10.3,1.1,-0.22,7.1,-5.9
UCF,UCF,UCF,UCF,1416,B12,P5,23,7,,,,,,71,8.4,62,,134,103,,1.045,1.056,17,15, ,,18,14,0,68,11.59,53,115.4,97,103.8,110,71.9,,,79.3,-0.8,26.5,62.5,1.045,1.056,-1.7,49.4,108.3,33.6,48.6,77.7,8.7,25.8,10.2,22.7,36.8,29.9,67.6,48.8,4.5,7.8,14.1,12.7,1.11,0.515,0.625,75.9,17.2,80.1,0.8,45,51.1,33,52.1,73.4,108.9,15.5,13.4,1.154,-0.04,12.3,-0.4
VCU,VCU,VCU,VCU,1433,A10,MM,22,9,11,E11,E,EAST,,31,13.2,34,,36,282,,1.115,0.923,22,13, ,,27,7,12,30,20.61,41,116.3,21,95.7,23,66.1,,,76.2,13.1,26.3,59.4,1.115,0.923,7.6,52.4,111.5,33.8,53.9,74.4,9.6,28.4,11.7,23.1,37.8,36.1,72.7,53,5.4,8.2,14.9,11.2,1.332,0.794,0.333,68.3,18,63,-13.1,39.4,44.8,30.7,44.1,71.8,98.7,9.9,13.6,0.722,0.61,13.6,2.4
Liberty,Liberty,Liberty,Liberty,1251,CUSA,MM,26,6,12,E12,E,EAST,,60,6.5,77,,76,270,,1.083,0.960,18,14, ,,26,8,0,62,13.53,76,112.5,44,98.9,48,65.3,,,73.7,8.4,26.4,54.4,1.083,0.96,11.3,57.8,118.3,38.7,57.5,65.2,10.2,26.2,5.1,23.4,31.4,17.7,74.1,47.3,3,6.1,16.2,10.3,1.574,0.781,0.583,68,13.9,65.3,-8.4,41.5,46.5,28.7,48.3,73.8,99.8,9.5,11.4,0.835,0.74,9.1,-1.2
UNLV,UNLV,UNLV,UNLV,1424,MWC,MM,24,10,,,,,,98,5.4,88,,171,205,,1.027,1.010,19,12, ,,19,13,0,92,7.49,138,107.5,54,100,59,65.7,,,69.2,1.1,24.3,55.3,1.027,1.01,0.4,49.7,106.9,33.3,49.6,71.7,6.4,19.1,8.1,23.2,33.9,25.6,72.4,49.1,3.6,6.5,12.1,10.7,1.131,0.546,0.286,67.4,15.9,68.1,-1.1,42.4,49.3,31.9,50.5,71.2,105.4,14.6,11.8,1.24,-0.11,10.1,-0.6
N Illinois,Northern Illinois,Northern Illinois,Northern Ill.,1296,MAC,MM,9,24,,,,,,,-11.9,266,,277,40,,0.926,1.092,10,22,0,,13,19,0,345,-18.15,272,94.3,231,112.4,291,68.8,,,67.4,-12.1,22.6,57.8,0.926,1.092,-6.1,47.1,101.4,32.7,45.3,70.8,9.3,28.4,4.9,22.3,31.1,14.5,71.3,42.5,3.4,5.6,11.8,11.6,1.022,0.107,0.111,72.8,20,79.5,12.1,46.1,53.2,38,51,71.5,114.1,14.5,11.8,1.23,-0.21,9.0,-2.6
Florida Intl,FIU,FIU,FIU,1198,CUSA,MM,6,26,,,,,,260,-7.4,233,,273,212,,0.935,1.005,18,14,0,,14,18,0,254,-7.53,265,96.6,105,104.1,120,68.3,,,67.9,-5.1,24.1,57.7,0.935,1.005,-5.5,46.1,100.4,28.8,47.4,70.5,5,17.4,8.9,21.4,34.4,28.2,74,49.7,4.5,8.9,11.5,13.7,0.836,0.258,0.3,72.6,17.3,73,5.1,45,51.6,33.3,52.6,72.9,110.8,14.3,14.5,0.987,-0.15,13.4,-0.3
Iona,Iona,Iona,Iona,1233,MAAC,MM,14,19,,,,,,252,-5.1,209,,248,234,,0.980,0.991,16,16,0,,27,7,13,258,-7.9,251,98.6,140,106.5,169,68,,,69.7,-0.8,25.6,61,0.98,0.991,-4.2,47.5,100.8,31.8,47.5,68.5,6.7,21.2,12.4,20.8,37,37.4,71.7,53.1,2.8,9.6,14.5,14.4,1.002,0.5,0.5,71.1,18.3,70.5,0.8,44.4,51.7,32.6,53.9,74.3,111.1,14.6,15.8,0.927,0.08,12.4,-2.0
Sam Hous St,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Missouri St,Missouri St.,Missouri St.,Missouri St.,1283,MVC,MM,9,23,,,,,,245,-4.6,197,,225,98,,0.993,1.059,17,16, ,,17,15,0,245,-6.4,225,101,160,107.4,194,63.8,,,67.5,-4.5,24,54.3,0.993,1.059,-3.8,50.9,106.9,36,49.1,65.4,7.2,20.1,8.8,20.5,32.5,30.1,74.2,51.1,2.7,7.1,12,13.7,0.876,0.233,0.2,67.9,18.4,71.9,4.5,47.5,54.7,36.1,55,70.9,115.5,13.8,12.7,1.092,-0.22,9.8,-3.9
Jackson St,Jackson St.,Jackson St.,Jackson St.,1238,SWAC,MM,17,16,,,,,,264,-7.0,229,,240,161,,0.986,1.029,11,20,0,,14,19,0,249,-6.61,230,100.3,148,106.9,178,68.3,,,71.4,-3.1,24.6,58.2,0.986,1.029,-2.9,47.7,104.2,32.6,47.1,73,6.4,19.6,9.5,23.8,36.6,28.5,71,50.1,3.4,7.1,12.2,13.8,0.885,0.471,0.429,72.5,16.5,74.6,3.1,43.5,50.6,34.1,50.3,70.7,107.3,14.8,12.4,1.195,-0.31,10.5,-3.3
Loyola Mymt,Loyola Marymount,Loyola Marymount,Loyola Marymount,1258,WCC,MM,22,12,,,,,,,-1.3,148,,205,152,,1.008,1.033,12,19, ,,19,12,0,155,0.52,180,104.1,94,103.6,107,67.1,,,70.3,-1.7,25.2,57.9,1.008,1.033,1.7,50.2,106.7,33.1,50.6,72.2,7.7,23.4,7.1,23.9,33.2,22,71.6,46.7,4,5.6,12.8,10.4,1.232,0.516,0.75,69.7,16.5,72.1,1.7,42.7,48.5,31.8,49,75.7,104.6,13.2,10.8,1.225,0.01,9.6,-0.8
Niagara,Niagara,Niagara,Niagara,1310,MAAC,MM,12,21,,,,,,322,-8.3,238,,209,73,,1.007,1.070,20,14,0,,16,15,0,321,-14.12,222,101.1,255,115.2,330,65,,,67.4,-4.2,23.7,53.3,1.007,1.07,-1,52,110.6,34.9,51.8,74,8,22.8,6.1,21.5,30.3,21,74.8,48,2.2,6.1,12.3,12.2,1.008,0.333,0.357,66.9,15.5,71.6,4.2,46,53,36.7,51.8,78.6,113.5,14.2,11,1.292,-0.28,8.3,-3.9
Rice,Rice,Rice,Rice,1349,Amer,MM,12,18,,,,,,204,-1.8,162,,169,162,,1.028,1.028,13,20,0,,18,15,0,189,-2.3,159,106.3,179,108.6,216,65.3,,,70.4,0,23.4,55.5,1.028,1.028,0.8,48.6,105.1,33.2,47.8,68.3,7.2,21.5,10.4,24.2,38.2,31.6,73.6,52.2,3.1,4.7,11.9,11.8,1.005,0.419,0.286,68.4,17.9,70.3,0,41.9,47.8,32.1,47.5,71.5,103.5,11.6,9.3,1.247,-0.24,7.8,-4.0
Oklahoma St,Oklahoma St.,Oklahoma St.,Oklahoma St.,1329,B12,P5,25,6,,,,,,95,4.4,95,,229,148,,0.991,1.035,12,20, ,,18,15,0,100,6.35,134,107.7,68,101.4,77,71.4,,,73,-3.3,24.7,57.7,0.991,1.035,-4.4,48.6,106,33.1,48,71.7,6.6,20,9,21.9,35.2,28.1,71.5,50.3,2.9,9.1,12.7,13.7,0.929,0.486,0.5,73.7,19.4,76.3,3.3,45.5,53,35.3,53.1,70.8,112.4,14.6,14.6,1.002,-0.07,12.0,-1.7
GA Tech,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Abl Christian,Abilene Christian,Abilene Christian,Abilene Christian,1101,WAC,MM,16,15,,,,,,228,-4.8,203,,271,240,,0.937,0.985,22,12,0,,13,17,0,219,-4.47,259,97.6,75,102.1,86,69.4,,,67.6,-3.4,24.2,56.2,0.937,0.985,-4.8,46.7,102.1,28.9,47.8,71.9,4.1,14.2,8.7,19.6,31.8,27.8,69.3,48.3,2.9,10,12.5,14.7,0.852,0.448,0.333,72.1,21.4,71,3.4,46.2,51.5,32.6,52.7,69.2,111.4,12.2,17,0.717,0.14,12.9,-1.8
Old Dominion,Old Dominion,Old Dominion,Old Dominion,1330,SB,MM,9,24,,,,,,293,-7.0,229,,248,96,,0.980,1.060,10,20,0,,19,12,0,284,-10.32,232,100.1,200,110.4,251,66,,,67.4,-5.5,23.8,61,0.98,1.06,-7.1,44.1,96.2,28.3,45,71.7,6.2,21.8,12.1,21.8,37.8,34.2,69.9,51.2,3.4,5.5,10.4,11.3,0.92,0.394,0.615,68.7,16.9,72.8,5.5,45.2,51.2,34.1,51.2,69.5,108.7,12.8,10.7,1.196,-0.28,8.9,-2.4
Georgetown,Georgetown,Georgetown,Georgetown,1207,BE,P5,16,16,,,,,,88,6.5,77,,171,237,,1.027,0.986,9,23,0,,0,0,0,87,8.85,129,108.3,50,99.5,55,68.2,,,71.7,2.8,26.8,60.2,1.027,0.986,1,50.4,106.1,31.8,52.1,70.6,7.2,22.5,9.6,22.5,35.2,29.9,72.9,50.9,3.8,7.9,14.3,11.7,1.225,0.531,0.556,69.8,15.6,68.8,-2.8,42.7,49.4,33.8,48.5,75.8,106.2,13.3,13.4,0.998,0.23,11.7,0.0
Rider,Rider,Rider,Rider,1351,MAAC,MM,14,19,,,,,,314,-8.3,238,,213,64,,1.003,1.075,15,17,0,,16,14,0,313,-13.29,211,101.7,254,115,326,64.8,,,67,-4.8,24.7,57.4,1.003,1.075,-5.4,47.7,102.3,31.2,48.1,72.2,5.4,17.3,9.8,21.6,34.3,31,71.6,50.4,3.1,5.4,12.6,11.2,1.124,0.424,0.643,66.8,14.4,71.8,4.8,45.8,53.1,35.7,52.8,69.1,110.7,14.2,10.4,1.36,-0.24,8.5,-2.7
Incar Word,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Radford,Radford,Radford,Radford,1347,BSth,MM,20,13,,,,,,161,-1.2,143,,72,69,,1.084,1.073,14,13,0,,19,14,0,152,0.69,98,110.4,189,109.7,237,62.7,,,71.7,0.7,24,53.6,1.084,1.073,0.1,51.1,111.8,35.6,49.9,76.1,6.9,19.5,9.7,21.5,34.2,32.8,71.7,52.1,2.9,5.1,10.6,11.5,0.927,0.581,0.5,66.2,17.7,71,-0.7,43.9,51,35.8,49.3,75.5,110.6,11.5,10.7,1.075,-0.15,8.0,-3.5
New Orleans,New Orleans,New Orleans,New Orleans,1309,Slnd,MM,4,27,,,,,,346,-12.6,269,,270,8,,0.940,1.141,10,23,0,,0,0,0,349,-18.33,240,99.3,271,117.6,352,69.1,,,67.9,-14.5,24.5,59.4,0.94,1.141,-9,45.9,98.6,30.4,46,66.9,5.5,18.2,9.5,21.9,35.6,28,66.2,47.7,2.6,7.3,12.3,13.2,0.931,0.129,0,72.3,15,82.5,14.5,47.2,54.9,36.4,55.1,72.2,114.6,17.6,11.3,1.567,-0.64,9.9,-3.3
Brown,Brown,Brown,Brown,1135,Ivy,MM,20,12,,,,,,215,-1.7,159,,190,163,,1.014,1.027,13,18, ,,14,13,0,208,-3.65,194,103.1,144,106.8,174,65.8,,,71.2,-0.9,26.4,59.4,1.014,1.027,1.8,51.1,105.9,33.1,52.1,63.2,8,24,9.1,23.6,36,28.2,72.4,49.9,5.3,5.8,14.3,11.7,1.22,0.5,0.375,70.2,15.7,72.2,0.9,43.1,49.3,32.9,49.2,71.3,104.8,12.4,10.7,1.154,0.07,11.1,-0.6
Vermont,Vermont,Vermont,Vermont,1436,AE,MM,21,12,,,,,,232,-1.5,152,,239,230,,0.987,0.994,28,6,13,,23,10,15,243,-6.25,242,99.1,121,105.4,146,62.4,,,64.5,-0.5,22.7,54,0.987,0.994,0.2,49,104.7,32.3,49.5,72.1,7.6,23.5,7.5,23.4,33.5,24.1,77.3,50.3,4.2,5.1,11.3,10.9,1.03,0.613,0.636,65.4,13.7,65,0.5,42.4,48.8,33,48.3,72.7,103.9,10.5,10,1.052,-0.02,9.3,-1.6
Geo Mason,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Kansas City,,,,,,,,,,,,,,104,,,,209,125,,1.007,1.046,,,,,,,,,,,,,,,,,,67.7,-2.6,23.1,56.1,1.007,1.046,-2.8,48.4,105.2,33.1,47.5,76.9,8.2,24.7,9.5,21.5,33.6,31,73.5,51.3,3.2,6.2,11.1,12.2,0.91,0.31,0.111,67.2,17.3,70.3,2.6,44.7,51.2,31.8,53.6,73,109.8,11.8,11,1.066,-0.16,9.4,-2.8
Portland St,Portland St.,Portland St.,Portland St.,1340,BSky,MM,19,13,,,,,,200,-4.2,190,,181,211,,1.018,1.006,9,23,0,,0,0,0,207,-3.46,228,100.5,100,104,114,68.4,,,71.8,0.9,26.6,58.4,1.018,1.006,0.5,50.5,105.6,32,51.7,63.5,5.9,18.6,10.1,22,35.6,32.2,71.5,51.2,4.7,7.3,12.9,12.7,1.019,0.552,0.5,70.5,17.8,70.9,-0.9,43.8,50,31.7,51.6,73.4,107.7,13,13.5,0.967,0.05,12.0,-0.7
Villanova,Villanova,Villanova,Villanova,1437,BE,P5,18,15,,,,,,55,11.8,41,,24,148,,1.126,1.035,18,15, ,,17,16,0,56,14.25,26,118.2,100,104,113,63,,,73.4,5.9,25.5,55.2,1.126,1.035,3.8,54.9,116.8,39.8,51.1,80,9.6,24.1,7.7,22.7,33.8,28.1,75.3,52.3,2.3,5.7,12.5,9.9,1.259,0.576,0.5,65.2,15.5,67.5,-5.9,43.1,51.1,34.7,50.3,69.5,107.7,14.4,10.2,1.418,-0.16,8.0,-1.9
UC Davis,UC Davis,UC Davis,UC Davis,1413,BW,MM,15,17,,,,,,237,-5.5,214,,269,195,,0.944,1.014,20,13, ,,18,14,0,246,-6.5,262,97.1,94,103.6,106,66.9,,,66.2,-4.9,22.2,54.7,0.944,1.014,-3.7,46.3,102.4,32.2,45.1,74.4,6.3,19.4,8.1,20.5,32,25.7,67.8,46.6,3.5,7.8,10.5,13.5,0.78,0.433,0.571,70.1,18.4,71.1,4.9,43.4,50,35.2,48.3,75.8,109.4,13,15,0.871,-0.09,11.3,-2.2
Temple,Temple,Temple,Temple,1396,Amer,MM,17,14,,,,,,164,0.8,127,,99,90,,1.066,1.064,16,20, ,,16,16,0,171,-0.61,104,110,204,110.6,254,68.6,,,77.7,0.1,25.9,58.5,1.066,1.064,-0.7,49.9,109.5,35.8,48.2,73.4,6.5,18.3,9,23.8,36.6,28.5,71,50.8,3.6,6.2,10.6,11.2,0.948,0.516,0.667,72.9,18.1,77.6,-0.1,44.5,50.6,33.3,51,70.7,108.2,14.7,10.7,1.377,-0.43,9.8,-1.4
Fordham,Fordham,Fordham,Fordham,1200,A10,MM,12,20,,,,,,239,-2.9,177,,200,59,,1.010,1.079,13,20, ,,25,8,0,229,-5.27,154,106.4,223,111.7,277,69.5,,,73.5,-5,25.5,60.7,1.01,1.079,-4.1,48.7,104.7,32,49.1,72.3,8.1,25.2,10.3,23,36,30.2,72.2,49.6,3.3,7.5,13.3,13.1,1.014,0.344,0.455,72.8,18.9,78.5,5,47.2,52.8,35.5,52.6,71.4,112.6,13.8,11.8,1.164,-0.15,10.8,-2.3
St. Thomas,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Utah Tech,,,,,,,,,,,,,,104,,,,255,43,,0.966,1.089,,,,,,,,,,,,,,,,,,68.2,-8.6,23.7,56.3,0.966,1.089,-4.2,48.8,104.5,33.4,47.9,70.2,7.5,22.4,7.6,20,31.1,23.9,68.7,45.7,3.3,6.4,12.2,12.6,0.969,0.161,0.182,70.6,19.4,76.9,8.6,47.6,53,34.4,53.7,70.9,113.1,13.6,12,1.134,-0.17,9.7,-2.9
E Tenn St,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Mercer,Mercer,Mercer,Mercer,1273,SC,MM,11,21,,,,,,261,-4.9,206,,221,136,,0.996,1.041,17,14,0,,14,19,0,261,-8.02,241,99.2,155,107.2,188,71,,,73.7,-3.3,26.7,62.8,0.996,1.041,-1.9,48.9,102.8,31.8,49.8,65.3,8,25.2,9.5,25.3,38.2,26.3,72.6,49.6,2.6,7.7,12.5,12,1.035,0.387,0.462,74,16.7,77,3.3,42.8,50.8,34.7,49.7,71.8,108.3,14.3,12.2,1.175,-0.14,10.3,-1.7
Central Conn,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Elon,Elon,Elon,Elon,1189,CAA,MM,19,12,,,,,,184,-2.4,168,,104,118,,1.061,1.052,13,19,0,,0,0,0,197,-3,140,107.4,200,110.4,249,65.1,,,71.5,0.6,23.9,54.9,1.061,1.052,2.4,50.4,110,33.2,50.8,76,7.6,22.8,10.4,24.9,38.6,35.4,70.3,53.6,4.2,5,11.6,12.5,0.925,0.484,0.125,67.4,13.8,70.9,-0.6,40.8,48,33,46.9,71.4,101.8,14.6,8.6,1.707,-0.78,9.2,-3.3
TN State,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Central Ark,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Beth-Cook,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Colgate,Colgate,Colgate,Colgate,1159,PL,,15,18,,,,,,247,-4.2,190,,138,91,,1.044,1.063,25,9,14,,26,8,15,260,-7.94,174,104.6,236,112.6,295,67.2,,,71.4,-1.3,26.7,57.2,1.044,1.063,0.9,54.2,112.7,35.7,54.6,73.1,8.6,24.2,6.6,22.7,32,22.1,74.9,48.8,2.4,6.4,14,11.3,1.242,0.406,0.375,68.4,14.8,72.7,1.3,45.8,53.3,37.3,51.5,70.2,111,14.4,10.9,1.317,-0.08,8.8,-2.5
Norfolk St,Norfolk St.,Norfolk St.,Norfolk St.,1313,MEAC,MM,19,10,16,W16,W,WEST,,183,-1.7,159,,85,152,,1.075,1.033,22,11,0,,22,11,0,180,-1.53,145,107.1,180,108.7,217,66.3,,,74.7,2.9,26.9,56,1.075,1.033,2.2,52.2,112.8,30.8,54.5,75.3,4.8,15.4,8.3,21.4,33.3,29.8,66.4,50.2,2.9,6.5,13.2,12.4,1.06,0.656,0.625,69.5,17.8,71.8,-2.9,42.7,50,33.8,49.4,71.6,107.3,14.6,12.6,1.153,-0.09,9.4,-3.0
Evansville,Evansville,Evansville,Evansville,1191,MVC,MM,14,19,,,,,,257,-6.2,218,,266,132,,0.950,1.043,19,14,0,,0,0,0,262,-8.03,254,98.2,138,106.3,164,66.8,,,65.1,-6.4,23.3,54.5,0.95,1.043,-1.4,48.8,104.1,29.9,51.5,70.5,6.6,22.1,6,22.8,32.4,19.9,72.6,47.2,4.4,6,12.2,11.9,1.03,0.323,0.375,68.5,16.6,71.4,6.4,42.5,50.2,34.1,49.4,73.7,108.1,13.2,11.2,1.185,-0.16,10.4,-1.5
Harvard,Harvard,Harvard,Harvard,1217,Ivy,MM,19,12,,,,,,256,-4.8,203,,228,121,,0.992,1.049,20,14,0,,14,14,0,256,-7.67,221,101.2,181,108.9,221,65.5,,,68.3,-4,25.2,56.9,0.992,1.049,-1.6,50.6,107.6,32,52.2,77.6,7.3,22.7,6.6,21.1,31.3,21.8,70.8,47.1,2.9,7.5,13.7,12.1,1.134,0.423,0.429,68.9,14.4,72.3,4,46.1,52.2,33.5,53.4,75.8,110.2,13.7,11.9,1.145,-0.01,10.4,-1.7
Duquesne,Duquesne,Duquesne,Duquesne,1182,A10,MM,21,11,,,,,,149,2.4,107,,194,207,,1.013,1.009,24,11,11,50000,20,12,0,132,2.84,162,106.1,90,103.3,101,65.2,,,68.4,0.3,24.4,57.3,1.013,1.009,-0.2,50,104.4,34,49.2,64.5,8.4,24.8,10.4,21,34,32.1,72.2,50.3,4.3,6.9,13.4,12.1,1.107,0.387,0.167,67.5,17.9,68.1,-0.3,43.7,50.2,35.9,48.1,72.2,108.5,12.3,13.2,0.936,0.17,11.2,-0.9
Le Moyne,,,,,,,,,,,,,,104,,,,211,11,,1.006,1.139,,,,,,,,,,,,,,,,,,71.9,-9.5,24.8,55.4,1.006,1.139,-3.2,51.5,110.1,32.8,53.2,71.1,7.5,22.9,7.5,21.7,31.8,24.4,67.7,46.7,2,6.7,13.5,13.8,0.973,0.233,0.455,71.5,19.3,81.4,9.5,47,54.7,37,54.1,73.3,116,16.1,11.5,1.397,-0.42,8.7,-5.1
S Mississippi,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Morgan St,Morgan St.,Morgan St.,Morgan St.,1288,MEAC,MM,8,24,,,,,,332,-10.1,259,,176,19,,1.023,1.111,10,21,0,,15,16,0,331,-15.42,214,101.6,267,117,347,70.4,,,76.2,-6.6,28,61.5,1.023,1.111,-3.4,49,106,31.6,49.5,72.5,4.2,13.4,10.6,21.4,36.3,32.2,63.8,48.8,4.6,6.1,12.3,13,0.94,0.357,0.4,74.5,18.7,82.8,6.6,46.1,52.4,36.8,51,68.8,111.1,15.7,12.3,1.272,-0.33,10.7,-2.3
W Virginia,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
Portland,Portland,Portland,Portland,1339,WCC,MM,12,19,,,,,,288,-8.8,246,,216,14,,0.999,1.130,15,17,0,,14,19,0,269,-8.92,167,105.8,252,114.7,321,68.3,,,71.7,-9.5,24.5,57.2,0.999,1.13,-4.5,50.1,108.8,33.7,49.8,77.9,8.4,24.9,6.6,22.3,33.2,20.9,71.2,47.3,2.8,4.5,15,12.6,1.19,0.333,0.5,71.8,15.4,81.2,9.5,46.9,54.6,37.8,53.3,74.1,113.7,17.3,9.3,1.867,-0.68,7.3,-5.3
Binghamton,Binghamton,Binghamton,Binghamton,1127,AE,MM,15,17,,,,,,311,-8.8,246,,221,98,,0.996,1.059,14,19,0,,13,18,0,318,-13.88,248,98.8,239,112.7,300,65.7,,,68.6,-4.4,24.4,54.1,0.996,1.059,1.9,51.6,109.4,35.4,50.6,70.1,6.9,19.6,7.2,25.2,35.2,24,75.8,51.2,2.9,4.3,12.6,13.1,0.961,0.414,0.615,68.9,16.1,73,4.4,43.3,49.7,31.8,51.1,72.4,106.5,12,8.6,1.394,-0.43,7.2,-5.9
Jacksonville,Jacksonville,Jacksonville,Jacksonville,1239,ASun,MM,19,13,,,,,,181,-3.7,185,,190,177,,1.014,1.021,14,18,0,,13,16,0,179,-1.43,211,101.7,88,103.2,99,67.4,,,71.4,-0.5,26.2,59.7,1.014,1.021,-0.9,50.2,105.3,36.8,47.5,67.4,7.5,20.2,10.6,22.3,35.9,33,71.5,52.1,4.5,7.7,13.5,13.4,1.002,0.548,0.286,70.4,17.6,71.9,0.5,44.5,51.1,34.7,50.5,69.6,108.5,12.5,12.8,0.977,0.03,12.2,-1.2
W Michigan,Western Michigan,Western Michigan,Western Mich.,1444,MAC,MM,10,22,,,,,,279,-8.4,240,,200,47,,1.010,1.086,7,25,0,,0,0,0,293,-10.99,217,101.4,231,112.4,289,67.8,,,71.6,-5.4,26.4,62.3,1.01,1.086,-7.5,47,100.2,28.2,49.3,67.4,5.8,20.5,11.3,22.2,37.6,32.3,73.2,51.9,2.3,6.8,12,10.9,1.094,0.355,0.444,70.9,17.9,77,5.4,47.1,54.5,35.8,55,70.1,114.2,15.6,11.5,1.359,-0.27,9.1,-1.8
SIU Edward,SIUE,SIUE,SIU Edwardsville,1188,OVC,MM,13,22,16,MW16,MW,MIDWEST,,,-4.7,200,,215,245,,1.000,0.981,,,,,,,,217,-4.32,207,101.9,134,106.2,160,65.8,,,69.6,1.3,24.8,58.4,1,0.981,0.9,48.5,103.1,33.1,47.9,67.3,7.1,21.4,9.4,23.8,37.2,28.4,73.2,50.8,4.1,6.2,12.8,11.6,1.106,0.613,0.444,69.6,16.8,68.3,-1.3,41.2,47.6,33.1,46.3,70.4,102.3,11.5,11.5,0.997,0.11,10.3,-1.3
Northeastrn,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
IL-Chicago,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0
